uuid,f_address,Match_addr,Longitude,Latitude,Addr_type,Score,Status,Region,RegionAbbr,Subregion,MetroArea,City,Nbrhd,geometry,Match_type,LongLabel,ShortLabel,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,District,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo
204,"Alpharetta, GA","Alpharetta, Georgia",-84.29454999999996,34.07540000000006,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Alpharetta,,POINT (-84.29454999999996 34.07540000000006),A,"Alpharetta, GA, USA",Alpharetta,City,Alpharetta,"Alpharetta, Georgia",,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.29454999999996,34.07540000000006,-84.35654999999996,-84.23254999999996,34.01340000000006,34.137400000000056,
205,"DULUTH, GA","Duluth, Georgia",-84.14541999999994,34.003660000000025,Locality,100.0,M,Georgia,GA,Gwinnett County,Atlanta Metro Area,Duluth,,POINT (-84.14541999999994 34.00366000000002),A,"Duluth, GA, USA",Duluth,City,Duluth,"Duluth, Georgia",,,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.14541999999994,34.003660000000025,-84.18441999999995,-84.10641999999994,33.96466000000002,34.042660000000026,
206,"Johns Creek, GA","Johns Creek, Georgia",-84.18921999999998,34.02385000000004,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Johns Creek,,POINT (-84.18921999999998 34.02385000000004),A,"Johns Creek, GA, USA",Johns Creek,City,Johns Creek,"Johns Creek, Georgia",,,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.18921999999998,34.02385000000004,-84.26221999999997,-84.11621999999998,33.95085000000004,34.09685000000004,
207,"Smyrna, GA","Smyrna, Georgia",-84.51643999999999,33.884870000000035,Locality,100.0,T,Georgia,GA,Cobb County,Atlanta Metro Area,Smyrna,,POINT (-84.51643999999999 33.88487000000003),A,"Smyrna, GA, USA",Smyrna,City,Smyrna,"Smyrna, Georgia",,,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.51643999999999,33.884870000000035,-84.56544,-84.46743999999998,33.835870000000035,33.933870000000034,
208,"Cumming, GA","Cumming, Georgia",-84.13960999999995,34.204210000000046,Locality,100.0,M,Georgia,GA,Forsyth County,Atlanta Metro Area,Cumming,,POINT (-84.13960999999995 34.20421000000005),A,"Cumming, GA, USA",Cumming,City,Cumming,"Cumming, Georgia",,,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.13960999999995,34.204210000000046,-84.16760999999995,-84.11160999999994,34.17621000000005,34.232210000000045,
209,"Columbus, GA","Columbus, Georgia",-84.98756999999995,32.46288000000004,Locality,100.0,M,Georgia,GA,Muscogee County,,Columbus,,POINT (-84.98756999999995 32.46288000000004),A,"Columbus, GA, USA",Columbus,City,Columbus,"Columbus, Georgia",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.98756999999995,32.46288000000004,-85.14956999999995,-84.82556999999994,32.30088000000004,32.62488000000004,
210,"Marietta, GA","Marietta, Georgia",-84.54648999999995,33.95321000000007,Locality,100.0,M,Georgia,GA,Cobb County,Atlanta Metro Area,Marietta,,POINT (-84.54648999999995 33.95321000000007),A,"Marietta, GA, USA",Marietta,City,Marietta,"Marietta, Georgia",,,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.54648999999995,33.95321000000007,-84.60448999999996,-84.48848999999994,33.89521000000007,34.01121000000007,
211,"Alpharetta, GA","Alpharetta, Georgia",-84.29454999999996,34.07540000000006,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Alpharetta,,POINT (-84.29454999999996 34.07540000000006),A,"Alpharetta, GA, USA",Alpharetta,City,Alpharetta,"Alpharetta, Georgia",,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.29454999999996,34.07540000000006,-84.35654999999996,-84.23254999999996,34.01340000000006,34.137400000000056,
212,"Johns Creek, GA","Johns Creek, Georgia",-84.18921999999998,34.02385000000004,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Johns Creek,,POINT (-84.18921999999998 34.02385000000004),A,"Johns Creek, GA, USA",Johns Creek,City,Johns Creek,"Johns Creek, Georgia",,,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.18921999999998,34.02385000000004,-84.26221999999997,-84.11621999999998,33.95085000000004,34.09685000000004,
213,"Johns Creek, GA","Johns Creek, Georgia",-84.18921999999998,34.02385000000004,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Johns Creek,,POINT (-84.18921999999998 34.02385000000004),A,"Johns Creek, GA, USA",Johns Creek,City,Johns Creek,"Johns Creek, Georgia",,,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.18921999999998,34.02385000000004,-84.26221999999997,-84.11621999999998,33.95085000000004,34.09685000000004,
214,"Suwanee, GA","Suwanee, Georgia",-84.06474999999995,34.05746000000005,Locality,100.0,M,Georgia,GA,Gwinnett County,Atlanta Metro Area,Suwanee,,POINT (-84.06474999999995 34.05746000000005),A,"Suwanee, GA, USA",Suwanee,City,Suwanee,"Suwanee, Georgia",,,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.06474999999995,34.05746000000005,-84.10174999999995,-84.02774999999994,34.02046000000005,34.09446000000005,
215,"Suwanee, GA","Suwanee, Georgia",-84.06474999999995,34.05746000000005,Locality,100.0,M,Georgia,GA,Gwinnett County,Atlanta Metro Area,Suwanee,,POINT (-84.06474999999995 34.05746000000005),A,"Suwanee, GA, USA",Suwanee,City,Suwanee,"Suwanee, Georgia",,,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.06474999999995,34.05746000000005,-84.10174999999995,-84.02774999999994,34.02046000000005,34.09446000000005,
216,"Alpharetta, GA","Alpharetta, Georgia",-84.29454999999996,34.07540000000006,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Alpharetta,,POINT (-84.29454999999996 34.07540000000006),A,"Alpharetta, GA, USA",Alpharetta,City,Alpharetta,"Alpharetta, Georgia",,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.29454999999996,34.07540000000006,-84.35654999999996,-84.23254999999996,34.01340000000006,34.137400000000056,
217,"Alpharetta, GA","Alpharetta, Georgia",-84.29454999999996,34.07540000000006,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Alpharetta,,POINT (-84.29454999999996 34.07540000000006),A,"Alpharetta, GA, USA",Alpharetta,City,Alpharetta,"Alpharetta, Georgia",,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.29454999999996,34.07540000000006,-84.35654999999996,-84.23254999999996,34.01340000000006,34.137400000000056,
218,"Alpharetta, GA","Alpharetta, Georgia",-84.29454999999996,34.07540000000006,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Alpharetta,,POINT (-84.29454999999996 34.07540000000006),A,"Alpharetta, GA, USA",Alpharetta,City,Alpharetta,"Alpharetta, Georgia",,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.29454999999996,34.07540000000006,-84.35654999999996,-84.23254999999996,34.01340000000006,34.137400000000056,
219,"Cumming, GA","Cumming, Georgia",-84.13960999999995,34.204210000000046,Locality,100.0,M,Georgia,GA,Forsyth County,Atlanta Metro Area,Cumming,,POINT (-84.13960999999995 34.20421000000005),A,"Cumming, GA, USA",Cumming,City,Cumming,"Cumming, Georgia",,,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.13960999999995,34.204210000000046,-84.16760999999995,-84.11160999999994,34.17621000000005,34.232210000000045,
220,"Marietta, GA","Marietta, Georgia",-84.54648999999995,33.95321000000007,Locality,100.0,M,Georgia,GA,Cobb County,Atlanta Metro Area,Marietta,,POINT (-84.54648999999995 33.95321000000007),A,"Marietta, GA, USA",Marietta,City,Marietta,"Marietta, Georgia",,,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.54648999999995,33.95321000000007,-84.60448999999996,-84.48848999999994,33.89521000000007,34.01121000000007,
221,"Marietta, GA","Marietta, Georgia",-84.54648999999995,33.95321000000007,Locality,100.0,M,Georgia,GA,Cobb County,Atlanta Metro Area,Marietta,,POINT (-84.54648999999995 33.95321000000007),A,"Marietta, GA, USA",Marietta,City,Marietta,"Marietta, Georgia",,,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.54648999999995,33.95321000000007,-84.60448999999996,-84.48848999999994,33.89521000000007,34.01121000000007,
222,"Suwanee, GA","Suwanee, Georgia",-84.06474999999995,34.05746000000005,Locality,100.0,M,Georgia,GA,Gwinnett County,Atlanta Metro Area,Suwanee,,POINT (-84.06474999999995 34.05746000000005),A,"Suwanee, GA, USA",Suwanee,City,Suwanee,"Suwanee, Georgia",,,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.06474999999995,34.05746000000005,-84.10174999999995,-84.02774999999994,34.02046000000005,34.09446000000005,
223,"Alpharetta, GA","Alpharetta, Georgia",-84.29454999999996,34.07540000000006,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Alpharetta,,POINT (-84.29454999999996 34.07540000000006),A,"Alpharetta, GA, USA",Alpharetta,City,Alpharetta,"Alpharetta, Georgia",,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.29454999999996,34.07540000000006,-84.35654999999996,-84.23254999999996,34.01340000000006,34.137400000000056,
224,"Atlanta, GA","Atlanta, Georgia",-84.39110999999997,33.74831000000006,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Atlanta,,POINT (-84.39110999999997 33.74831000000006),A,"Atlanta, GA, USA",Atlanta,City,Atlanta,"Atlanta, Georgia",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.39110999999997,33.74831000000006,-84.51610999999997,-84.26610999999997,33.62331000000006,33.87331000000006,
225,"Martinez, GA","Martinez, Georgia",-82.07275999999996,33.51642000000004,Locality,100.0,M,Georgia,GA,Columbia County,,Martinez,,POINT (-82.07275999999996 33.51642000000004),A,"Martinez, GA, USA",Martinez,Village,Martinez,"Martinez, Georgia",,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-82.07275999999996,33.51642000000004,-82.08275999999996,-82.06275999999995,33.50642000000004,33.52642000000004,
226,"Roswell, GA","Roswell, Georgia",-84.35929999999996,34.021660000000054,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Roswell,,POINT (-84.35929999999996 34.02166000000005),A,"Roswell, GA, USA",Roswell,City,Roswell,"Roswell, Georgia",,,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.35929999999996,34.021660000000054,-84.43529999999996,-84.28329999999997,33.94566000000005,34.097660000000054,
227,"Kennesaw, GA","Kennesaw, Georgia",-84.61665999999997,34.02344000000005,Locality,100.0,M,Georgia,GA,Cobb County,Atlanta Metro Area,Kennesaw,,POINT (-84.61665999999997 34.02344000000005),A,"Kennesaw, GA, USA",Kennesaw,City,Kennesaw,"Kennesaw, Georgia",,,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.61665999999997,34.02344000000005,-84.65165999999996,-84.58165999999997,33.988440000000054,34.05844000000005,
228,"Atlanta, GA","Atlanta, Georgia",-84.39110999999997,33.74831000000006,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Atlanta,,POINT (-84.39110999999997 33.74831000000006),A,"Atlanta, GA, USA",Atlanta,City,Atlanta,"Atlanta, Georgia",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.39110999999997,33.74831000000006,-84.51610999999997,-84.26610999999997,33.62331000000006,33.87331000000006,
229,"Suwanee, GA","Suwanee, Georgia",-84.06474999999995,34.05746000000005,Locality,100.0,M,Georgia,GA,Gwinnett County,Atlanta Metro Area,Suwanee,,POINT (-84.06474999999995 34.05746000000005),A,"Suwanee, GA, USA",Suwanee,City,Suwanee,"Suwanee, Georgia",,,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.06474999999995,34.05746000000005,-84.10174999999995,-84.02774999999994,34.02046000000005,34.09446000000005,
230,"Duluth, GA","Duluth, Georgia",-84.14541999999994,34.003660000000025,Locality,100.0,M,Georgia,GA,Gwinnett County,Atlanta Metro Area,Duluth,,POINT (-84.14541999999994 34.00366000000002),A,"Duluth, GA, USA",Duluth,City,Duluth,"Duluth, Georgia",,,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.14541999999994,34.003660000000025,-84.18441999999995,-84.10641999999994,33.96466000000002,34.042660000000026,
231,"Atlanta, GA","Atlanta, Georgia",-84.39110999999997,33.74831000000006,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Atlanta,,POINT (-84.39110999999997 33.74831000000006),A,"Atlanta, GA, USA",Atlanta,City,Atlanta,"Atlanta, Georgia",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.39110999999997,33.74831000000006,-84.51610999999997,-84.26610999999997,33.62331000000006,33.87331000000006,
232,"Sugar Hill, GA","Sugar Hill, Georgia",-84.03577999999999,34.107020000000034,Locality,100.0,T,Georgia,GA,Gwinnett County,Atlanta Metro Area,Sugar Hill,,POINT (-84.03577999999999 34.10702000000003),A,"Sugar Hill, GA, USA",Sugar Hill,City,Sugar Hill,"Sugar Hill, Georgia",,,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.03577999999999,34.107020000000034,-84.07977999999999,-83.99177999999999,34.06302000000004,34.15102000000003,
233,"Johnscreek, GA","Johns Creek, Georgia",-84.18921999999998,34.02385000000004,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Johns Creek,,POINT (-84.18921999999998 34.02385000000004),A,"Johns Creek, GA, USA",Johns Creek,City,Johns Creek,"Johns Creek, Georgia",,,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.18921999999998,34.02385000000004,-84.26221999999997,-84.11621999999998,33.95085000000004,34.09685000000004,
234,"Marietta, GA","Marietta, Georgia",-84.54648999999995,33.95321000000007,Locality,100.0,M,Georgia,GA,Cobb County,Atlanta Metro Area,Marietta,,POINT (-84.54648999999995 33.95321000000007),A,"Marietta, GA, USA",Marietta,City,Marietta,"Marietta, Georgia",,,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.54648999999995,33.95321000000007,-84.60448999999996,-84.48848999999994,33.89521000000007,34.01121000000007,
235,"Marietta, GA","Marietta, Georgia",-84.54648999999995,33.95321000000007,Locality,100.0,M,Georgia,GA,Cobb County,Atlanta Metro Area,Marietta,,POINT (-84.54648999999995 33.95321000000007),A,"Marietta, GA, USA",Marietta,City,Marietta,"Marietta, Georgia",,,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.54648999999995,33.95321000000007,-84.60448999999996,-84.48848999999994,33.89521000000007,34.01121000000007,
236,"Suwanee, GA","Suwanee, Georgia",-84.06474999999995,34.05746000000005,Locality,100.0,M,Georgia,GA,Gwinnett County,Atlanta Metro Area,Suwanee,,POINT (-84.06474999999995 34.05746000000005),A,"Suwanee, GA, USA",Suwanee,City,Suwanee,"Suwanee, Georgia",,,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.06474999999995,34.05746000000005,-84.10174999999995,-84.02774999999994,34.02046000000005,34.09446000000005,
237,"Cumming, GA","Cumming, Georgia",-84.13960999999995,34.204210000000046,Locality,100.0,M,Georgia,GA,Forsyth County,Atlanta Metro Area,Cumming,,POINT (-84.13960999999995 34.20421000000005),A,"Cumming, GA, USA",Cumming,City,Cumming,"Cumming, Georgia",,,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.13960999999995,34.204210000000046,-84.16760999999995,-84.11160999999994,34.17621000000005,34.232210000000045,
238,"Alpharetta, GA","Alpharetta, Georgia",-84.29454999999996,34.07540000000006,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Alpharetta,,POINT (-84.29454999999996 34.07540000000006),A,"Alpharetta, GA, USA",Alpharetta,City,Alpharetta,"Alpharetta, Georgia",,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.29454999999996,34.07540000000006,-84.35654999999996,-84.23254999999996,34.01340000000006,34.137400000000056,
239,"Johns creek, GA","Johns Creek, Georgia",-84.18921999999998,34.02385000000004,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Johns Creek,,POINT (-84.18921999999998 34.02385000000004),A,"Johns Creek, GA, USA",Johns Creek,City,Johns Creek,"Johns Creek, Georgia",,,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.18921999999998,34.02385000000004,-84.26221999999997,-84.11621999999998,33.95085000000004,34.09685000000004,
240,"Duluth, GA","Duluth, Georgia",-84.14541999999994,34.003660000000025,Locality,100.0,M,Georgia,GA,Gwinnett County,Atlanta Metro Area,Duluth,,POINT (-84.14541999999994 34.00366000000002),A,"Duluth, GA, USA",Duluth,City,Duluth,"Duluth, Georgia",,,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.14541999999994,34.003660000000025,-84.18441999999995,-84.10641999999994,33.96466000000002,34.042660000000026,
241,"Suwanee, GA","Suwanee, Georgia",-84.06474999999995,34.05746000000005,Locality,100.0,M,Georgia,GA,Gwinnett County,Atlanta Metro Area,Suwanee,,POINT (-84.06474999999995 34.05746000000005),A,"Suwanee, GA, USA",Suwanee,City,Suwanee,"Suwanee, Georgia",,,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.06474999999995,34.05746000000005,-84.10174999999995,-84.02774999999994,34.02046000000005,34.09446000000005,
242,"Duluth, GA","Duluth, Georgia",-84.14541999999994,34.003660000000025,Locality,100.0,M,Georgia,GA,Gwinnett County,Atlanta Metro Area,Duluth,,POINT (-84.14541999999994 34.00366000000002),A,"Duluth, GA, USA",Duluth,City,Duluth,"Duluth, Georgia",,,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.14541999999994,34.003660000000025,-84.18441999999995,-84.10641999999994,33.96466000000002,34.042660000000026,
243,"Cumming, GA","Cumming, Georgia",-84.13960999999995,34.204210000000046,Locality,100.0,M,Georgia,GA,Forsyth County,Atlanta Metro Area,Cumming,,POINT (-84.13960999999995 34.20421000000005),A,"Cumming, GA, USA",Cumming,City,Cumming,"Cumming, Georgia",,,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.13960999999995,34.204210000000046,-84.16760999999995,-84.11160999999994,34.17621000000005,34.232210000000045,
244,"Alpharetta, GA","Alpharetta, Georgia",-84.29454999999996,34.07540000000006,Locality,100.0,M,Georgia,GA,Fulton County,Atlanta Metro Area,Alpharetta,,POINT (-84.29454999999996 34.07540000000006),A,"Alpharetta, GA, USA",Alpharetta,City,Alpharetta,"Alpharetta, Georgia",,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-84.29454999999996,34.07540000000006,-84.35654999999996,-84.23254999999996,34.01340000000006,34.137400000000056,
245,"West Des Moines, IA","West Des Moines, Iowa",-93.75693999999999,41.56770000000006,Locality,100.0,M,Iowa,IA,Polk County,,West Des Moines,,POINT (-93.75693999999999 41.56770000000006),A,"West Des Moines, IA, USA",West Des Moines,City,West Des Moines,"West Des Moines, Iowa",,,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-93.75693999999999,41.56770000000006,-93.82193999999998,-93.69193999999999,41.50270000000006,41.63270000000006,
246,"Bettendorf, IA","Bettendorf, Iowa",-90.49562999999995,41.525900000000036,Locality,100.0,M,Iowa,IA,Scott County,,Bettendorf,,POINT (-90.49562999999995 41.52590000000004),A,"Bettendorf, IA, USA",Bettendorf,City,Bettendorf,"Bettendorf, Iowa",,,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-90.49562999999995,41.525900000000036,-90.54662999999995,-90.44462999999995,41.474900000000034,41.57690000000004,
247,"West Des Moines, IA","West Des Moines, Iowa",-93.75693999999999,41.56770000000006,Locality,100.0,M,Iowa,IA,Polk County,,West Des Moines,,POINT (-93.75693999999999 41.56770000000006),A,"West Des Moines, IA, USA",West Des Moines,City,West Des Moines,"West Des Moines, Iowa",,,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-93.75693999999999,41.56770000000006,-93.82193999999998,-93.69193999999999,41.50270000000006,41.63270000000006,
248,"Pella, IA","Pella, Iowa",-92.91646999999995,41.40739000000008,Locality,100.0,M,Iowa,IA,Marion County,,Pella,,POINT (-92.91646999999995 41.40739000000008),A,"Pella, IA, USA",Pella,City,Pella,"Pella, Iowa",,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-92.91646999999995,41.40739000000008,-92.94546999999994,-92.88746999999995,41.378390000000074,41.43639000000008,
249,"Boise, ID","Boise, Idaho",-116.19339999999994,43.60764000000006,Locality,100.0,T,Idaho,ID,Ada County,,Boise,,POINT (-116.1933999999999 43.60764000000006),A,"Boise, ID, USA",Boise,City,Boise,"Boise, Idaho",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-116.19339999999994,43.60764000000006,-116.30739999999994,-116.07939999999994,43.49364000000006,43.72164000000006,
250,"Aurora, IL","Aurora, Illinois",-88.31612999999999,41.75710000000004,Locality,100.0,M,Illinois,IL,Kane County,Chicagoland,Aurora,,POINT (-88.31612999999999 41.75710000000004),A,"Aurora, IL, USA",Aurora,City,Aurora,"Aurora, Illinois",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-88.31612999999999,41.75710000000004,-88.40312999999999,-88.22912999999998,41.67010000000003,41.84410000000004,
251,"BUFFALO GROVE, IL","Buffalo Grove, Illinois",-87.96626999999995,42.15375000000006,Locality,100.0,T,Illinois,IL,Lake County,Chicagoland,Buffalo Grove,,POINT (-87.96626999999995 42.15375000000006),A,"Buffalo Grove, IL, USA",Buffalo Grove,City,Buffalo Grove,"Buffalo Grove, Illinois",,,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-87.96626999999995,42.15375000000006,-88.00726999999995,-87.92526999999995,42.11275000000006,42.194750000000056,
252,"Round Lake, IL","Round Lake, Illinois",-88.09345999999994,42.35701000000006,Locality,100.0,M,Illinois,IL,Lake County,Chicagoland,Round Lake,,POINT (-88.09345999999994 42.35701000000006),A,"Round Lake, IL, USA",Round Lake,City,Round Lake,"Round Lake, Illinois",,,11.09,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-88.09345999999994,42.35701000000006,-88.12545999999993,-88.06145999999994,42.32501000000006,42.389010000000056,
